Recognition Log: Jotsna Gowda & Diksha Verma,$1 Algorithm
User[all-users],GestureType[all-gestures-types],RandomIteration[1to100],#ofTrainingExamples[E],TrainingSetSize[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],Correct/Incorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted
user2,caret,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-caret-6::::,user2-caret-0::::,1,0.8017817588328849,user2-caret-0::::,user2-check-1-0.8017817588328849::::user2-left-square-bracket-1-0.8017817588328849::::user2-zig-zig-2-0.8017817588328849::::user2-arrow-8-0.8017817588328849::::user2-pigtail-4-0.8017817588328849::::user2-x-4-0.8017817588328849::::user2-right-square-bracket-0-0.8017817588328849::::user2-rectangle-4-0.8017817588328849::::user2-star-2-0.8017817588328849::::user2-left-curly-brace-0-0.8017817588328849::::user2-right-curly-brace-6-0.8017817588328849::::user2-caret-0-0.8017817588328849::::user2-triangle-4-0.32455393374721686::::user2-delete-5-0.32455393374721686::::user2-circle-3-0.32455393374721686::::user2-caret-0-0.32455393374721686::::user2-v-1--inf::::
user2,check,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-check-6::::,user2-check-1::::,1,0.9541094797026969,user2-check-1::::,user2-left-square-bracket-1-0.9541094797026969::::user2-zig-zig-2-0.9541094797026969::::user2-arrow-8-0.9541094797026969::::user2-pigtail-4-0.9541094797026969::::user2-x-4-0.9541094797026969::::user2-right-square-bracket-0-0.9541094797026969::::user2-rectangle-4-0.9541094797026969::::user2-star-2-0.9541094797026969::::user2-left-curly-brace-0-0.9541094797026969::::user2-right-curly-brace-6-0.9541094797026969::::user2-check-1-0.9541094797026969::::user2-triangle-4-0.7951168748387645::::user2-delete-5-0.7951168748387645::::user2-circle-3-0.7951168748387645::::user2-caret-0-0.7951168748387645::::user2-check-1-0.7951168748387645::::user2-v-1--inf::::
user2,left-square-bracket,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-left-square-bracket-6::::,user2-left-curly-brace-0::::,0,0.8583780678687863,user2-left-curly-brace-0::::,user2-right-curly-brace-6-0.8583780678687863::::user2-left-curly-brace-0-0.8583780678687863::::user2-left-square-bracket-1-0.8416254709485216::::user2-zig-zig-2-0.8416254709485216::::user2-arrow-8-0.8416254709485216::::user2-pigtail-4-0.8416254709485216::::user2-x-4-0.8416254709485216::::user2-right-square-bracket-0-0.8416254709485216::::user2-rectangle-4-0.8416254709485216::::user2-star-2-0.8416254709485216::::user2-left-curly-brace-0-0.8416254709485216::::user2-triangle-4-0.7217981061776371::::user2-delete-5-0.7217981061776371::::user2-circle-3-0.7217981061776371::::user2-caret-0-0.7217981061776371::::user2-check-1-0.7217981061776371::::user2-v-1--inf::::
user2,zig-zig,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-zig-zig-1::::,user2-zig-zig-2::::,1,0.8829472131365653,user2-zig-zig-2::::,user2-arrow-8-0.8829472131365653::::user2-pigtail-4-0.8829472131365653::::user2-x-4-0.8829472131365653::::user2-right-square-bracket-0-0.8829472131365653::::user2-rectangle-4-0.8829472131365653::::user2-star-2-0.8829472131365653::::user2-left-curly-brace-0-0.8829472131365653::::user2-right-curly-brace-6-0.8829472131365653::::user2-zig-zig-2-0.8829472131365653::::user2-check-1-0.5335343152516752::::user2-left-square-bracket-1-0.5335343152516752::::user2-zig-zig-2-0.5335343152516752::::user2-triangle-4-0.3596627606440458::::user2-delete-5-0.3596627606440458::::user2-circle-3-0.3596627606440458::::user2-caret-0-0.3596627606440458::::user2-v-1--inf::::
user2,arrow,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-arrow-4::::,user2-x-4::::,0,0.6856006579570832,user2-x-4::::,user2-right-square-bracket-0-0.6856006579570832::::user2-rectangle-4-0.6856006579570832::::user2-star-2-0.6856006579570832::::user2-left-curly-brace-0-0.6856006579570832::::user2-right-curly-brace-6-0.6856006579570832::::user2-x-4-0.6856006579570832::::user2-x-4-0.6196000645330018::::user2-check-1-0.5817722896034654::::user2-left-square-bracket-1-0.5817722896034654::::user2-zig-zig-2-0.5817722896034654::::user2-arrow-8-0.5817722896034654::::user2-pigtail-4-0.5817722896034654::::user2-triangle-4-0.4877708795694009::::user2-delete-5-0.4877708795694009::::user2-circle-3-0.4877708795694009::::user2-caret-0-0.4877708795694009::::user2-v-1--inf::::
user2,pigtail,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-pigtail-7::::,user2-rectangle-4::::,0,0.9552227766604882,user2-rectangle-4::::,user2-star-2-0.9552227766604882::::user2-left-curly-brace-0-0.9552227766604882::::user2-right-curly-brace-6-0.9552227766604882::::user2-rectangle-4-0.9552227766604882::::user2-caret-0-0.8460450188004189::::user2-check-1-0.8460450188004189::::user2-left-square-bracket-1-0.8460450188004189::::user2-zig-zig-2-0.8460450188004189::::user2-arrow-8-0.8460450188004189::::user2-pigtail-4-0.8460450188004189::::user2-x-4-0.8460450188004189::::user2-right-square-bracket-0-0.8460450188004189::::user2-rectangle-4-0.8460450188004189::::user2-delete-5-0.8339051300613716::::user2-circle-3-0.8339051300613716::::user2-triangle-4-0.5359610602934164::::user2-v-1--inf::::
user2,x,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-x-5::::,user2-x-4::::,1,0.9005267070040797,user2-x-4::::,user2-right-square-bracket-0-0.9005267070040797::::user2-rectangle-4-0.9005267070040797::::user2-star-2-0.9005267070040797::::user2-left-curly-brace-0-0.9005267070040797::::user2-right-curly-brace-6-0.9005267070040797::::user2-x-4-0.9005267070040797::::user2-delete-5-0.5723754723879728::::user2-circle-3-0.5723754723879728::::user2-caret-0-0.5723754723879728::::user2-check-1-0.5723754723879728::::user2-left-square-bracket-1-0.5723754723879728::::user2-zig-zig-2-0.5723754723879728::::user2-arrow-8-0.5723754723879728::::user2-pigtail-4-0.5723754723879728::::user2-x-4-0.5723754723879728::::user2-triangle-4-0.3181005411542531::::user2-v-1--inf::::
user2,right-square-bracket,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-right-square-bracket-5::::,user2-right-square-bracket-0::::,1,0.9096467121682104,user2-right-square-bracket-0::::,user2-rectangle-4-0.9096467121682104::::user2-star-2-0.9096467121682104::::user2-left-curly-brace-0-0.9096467121682104::::user2-right-curly-brace-6-0.9096467121682104::::user2-right-square-bracket-0-0.9096467121682104::::user2-arrow-8-0.6604941399936118::::user2-pigtail-4-0.6604941399936118::::user2-x-4-0.6604941399936118::::user2-right-square-bracket-0-0.6604941399936118::::user2-check-1-0.6042560722074498::::user2-left-square-bracket-1-0.6042560722074498::::user2-zig-zig-2-0.6042560722074498::::user2-triangle-4-0.32722679771848795::::user2-delete-5-0.32722679771848795::::user2-circle-3-0.32722679771848795::::user2-caret-0-0.32722679771848795::::user2-v-1--inf::::
user2,rectangle,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-rectangle-6::::,user2-rectangle-4::::,1,0.9500813011949577,user2-rectangle-4::::,user2-star-2-0.9500813011949577::::user2-left-curly-brace-0-0.9500813011949577::::user2-right-curly-brace-6-0.9500813011949577::::user2-rectangle-4-0.9500813011949577::::user2-caret-0-0.8869554153936294::::user2-check-1-0.8869554153936294::::user2-left-square-bracket-1-0.8869554153936294::::user2-zig-zig-2-0.8869554153936294::::user2-arrow-8-0.8869554153936294::::user2-pigtail-4-0.8869554153936294::::user2-x-4-0.8869554153936294::::user2-right-square-bracket-0-0.8869554153936294::::user2-rectangle-4-0.8869554153936294::::user2-delete-5-0.8601376231081537::::user2-circle-3-0.8601376231081537::::user2-triangle-4-0.4946571309730763::::user2-v-1--inf::::
user2,star,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-star-3::::,user2-star-2::::,1,0.8795296012041021,user2-star-2::::,user2-left-curly-brace-0-0.8795296012041021::::user2-right-curly-brace-6-0.8795296012041021::::user2-star-2-0.8795296012041021::::user2-arrow-8-0.5758153601809389::::user2-pigtail-4-0.5758153601809389::::user2-x-4-0.5758153601809389::::user2-right-square-bracket-0-0.5758153601809389::::user2-rectangle-4-0.5758153601809389::::user2-star-2-0.5758153601809389::::user2-check-1-0.4640308323883229::::user2-left-square-bracket-1-0.4640308323883229::::user2-zig-zig-2-0.4640308323883229::::user2-triangle-4-0.36633183824796833::::user2-delete-5-0.36633183824796833::::user2-circle-3-0.36633183824796833::::user2-caret-0-0.36633183824796833::::user2-v-1--inf::::
user2,left-curly-brace,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-left-curly-brace-2::::,user2-left-curly-brace-0::::,1,0.8619003327826398,user2-left-curly-brace-0::::,user2-right-curly-brace-6-0.8619003327826398::::user2-left-curly-brace-0-0.8619003327826398::::user2-zig-zig-2-0.7813992222170325::::user2-arrow-8-0.7813992222170325::::user2-pigtail-4-0.7813992222170325::::user2-x-4-0.7813992222170325::::user2-right-square-bracket-0-0.7813992222170325::::user2-rectangle-4-0.7813992222170325::::user2-star-2-0.7813992222170325::::user2-left-curly-brace-0-0.7813992222170325::::user2-left-square-bracket-1-0.7475337740314314::::user2-triangle-4-0.7458554525182539::::user2-delete-5-0.7458554525182539::::user2-circle-3-0.7458554525182539::::user2-caret-0-0.7458554525182539::::user2-check-1-0.7458554525182539::::user2-v-1--inf::::
user2,right-curly-brace,0,1,16,user2-v-1user2-triangle-4user2-delete-5user2-circle-3user2-caret-0user2-check-1user2-left-square-bracket-1user2-zig-zig-2user2-arrow-8user2-pigtail-4user2-x-4user2-right-square-bracket-0user2-rectangle-4user2-star-2user2-left-curly-brace-0user2-right-curly-brace-6,user2-right-curly-brace-3::::,user2-right-square-bracket-0::::,0,0.7852173852206918,user2-right-square-bracket-0::::,user2-rectangle-4-0.7852173852206918::::user2-star-2-0.7852173852206918::::user2-left-curly-brace-0-0.7852173852206918::::user2-right-curly-brace-6-0.7852173852206918::::user2-right-square-bracket-0-0.7852173852206918::::user2-arrow-8-0.6935425804277073::::user2-pigtail-4-0.6935425804277073::::user2-x-4-0.6935425804277073::::user2-right-square-bracket-0-0.6935425804277073::::user2-check-1-0.5180181366302294::::user2-left-square-bracket-1-0.5180181366302294::::user2-zig-zig-2-0.5180181366302294::::user2-triangle-4-0.2943278957095874::::user2-delete-5-0.2943278957095874::::user2-circle-3-0.2943278957095874::::user2-caret-0-0.2943278957095874::::user2-v-1--inf::::
user3,v,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-v-6::::,user3-check-7::::,0,0.8888744090274432,user3-check-7::::,user3-left-square-bracket-3-0.8888744090274432::::user3-zig-zig-5-0.8888744090274432::::user3-arrow-6-0.8888744090274432::::user3-pigtail-8-0.8888744090274432::::user3-x-9-0.8888744090274432::::user3-right-square-bracket-4-0.8888744090274432::::user3-rectangle-5-0.8888744090274432::::user3-star-4-0.8888744090274432::::user3-left-curly-brace-4-0.8888744090274432::::user3-right-curly-brace-8-0.8888744090274432::::user3-check-7-0.8888744090274432::::user3-triangle-7-0.8789030977043242::::user3-delete-8-0.8789030977043242::::user3-circle-5-0.8789030977043242::::user3-caret-4-0.8789030977043242::::user3-check-7-0.8789030977043242::::user3-v-8--inf::::
user3,triangle,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-triangle-9::::,user3-circle-5::::,0,0.8094341987183742,user3-circle-5::::,user3-caret-4-0.8094341987183742::::user3-check-7-0.8094341987183742::::user3-left-square-bracket-3-0.8094341987183742::::user3-zig-zig-5-0.8094341987183742::::user3-arrow-6-0.8094341987183742::::user3-pigtail-8-0.8094341987183742::::user3-x-9-0.8094341987183742::::user3-right-square-bracket-4-0.8094341987183742::::user3-rectangle-5-0.8094341987183742::::user3-star-4-0.8094341987183742::::user3-left-curly-brace-4-0.8094341987183742::::user3-right-curly-brace-8-0.8094341987183742::::user3-circle-5-0.8094341987183742::::user3-delete-8-0.7908225936426982::::user3-circle-5-0.7908225936426982::::user3-triangle-7-0.5082410978251648::::user3-v-8--inf::::
user3,delete,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-delete-1::::,user3-delete-8::::,1,0.8121172335822225,user3-delete-8::::,user3-circle-5-0.8121172335822225::::user3-caret-4-0.8121172335822225::::user3-check-7-0.8121172335822225::::user3-left-square-bracket-3-0.8121172335822225::::user3-zig-zig-5-0.8121172335822225::::user3-arrow-6-0.8121172335822225::::user3-pigtail-8-0.8121172335822225::::user3-x-9-0.8121172335822225::::user3-right-square-bracket-4-0.8121172335822225::::user3-rectangle-5-0.8121172335822225::::user3-star-4-0.8121172335822225::::user3-left-curly-brace-4-0.8121172335822225::::user3-right-curly-brace-8-0.8121172335822225::::user3-delete-8-0.8121172335822225::::user3-triangle-7-0.33192449707760907::::user3-delete-8-0.33192449707760907::::user3-v-8--inf::::
user3,circle,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-circle-6::::,user3-circle-5::::,1,0.9685271079522166,user3-circle-5::::,user3-caret-4-0.9685271079522166::::user3-check-7-0.9685271079522166::::user3-left-square-bracket-3-0.9685271079522166::::user3-zig-zig-5-0.9685271079522166::::user3-arrow-6-0.9685271079522166::::user3-pigtail-8-0.9685271079522166::::user3-x-9-0.9685271079522166::::user3-right-square-bracket-4-0.9685271079522166::::user3-rectangle-5-0.9685271079522166::::user3-star-4-0.9685271079522166::::user3-left-curly-brace-4-0.9685271079522166::::user3-right-curly-brace-8-0.9685271079522166::::user3-circle-5-0.9685271079522166::::user3-delete-8-0.8325204422459798::::user3-circle-5-0.8325204422459798::::user3-triangle-7-0.4419064737719425::::user3-v-8--inf::::
user3,caret,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-caret-3::::,user3-caret-4::::,1,0.9103661011392157,user3-caret-4::::,user3-check-7-0.9103661011392157::::user3-left-square-bracket-3-0.9103661011392157::::user3-zig-zig-5-0.9103661011392157::::user3-arrow-6-0.9103661011392157::::user3-pigtail-8-0.9103661011392157::::user3-x-9-0.9103661011392157::::user3-right-square-bracket-4-0.9103661011392157::::user3-rectangle-5-0.9103661011392157::::user3-star-4-0.9103661011392157::::user3-left-curly-brace-4-0.9103661011392157::::user3-right-curly-brace-8-0.9103661011392157::::user3-caret-4-0.9103661011392157::::user3-circle-5-0.4419834167242386::::user3-caret-4-0.4419834167242386::::user3-delete-8-0.29184495310052316::::user3-triangle-7-0.2778328387924812::::user3-v-8--inf::::
user3,check,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-check-8::::,user3-left-square-bracket-3::::,0,0.8203353474524073,user3-left-square-bracket-3::::,user3-zig-zig-5-0.8203353474524073::::user3-arrow-6-0.8203353474524073::::user3-pigtail-8-0.8203353474524073::::user3-x-9-0.8203353474524073::::user3-right-square-bracket-4-0.8203353474524073::::user3-rectangle-5-0.8203353474524073::::user3-star-4-0.8203353474524073::::user3-left-curly-brace-4-0.8203353474524073::::user3-right-curly-brace-8-0.8203353474524073::::user3-left-square-bracket-3-0.8203353474524073::::user3-triangle-7-0.7508336387650618::::user3-delete-8-0.7508336387650618::::user3-circle-5-0.7508336387650618::::user3-caret-4-0.7508336387650618::::user3-check-7-0.7508336387650618::::user3-left-square-bracket-3-0.7508336387650618::::user3-v-8--inf::::
user3,left-square-bracket,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-left-square-bracket-8::::,user3-left-square-bracket-3::::,1,0.8868834292164696,user3-left-square-bracket-3::::,user3-zig-zig-5-0.8868834292164696::::user3-arrow-6-0.8868834292164696::::user3-pigtail-8-0.8868834292164696::::user3-x-9-0.8868834292164696::::user3-right-square-bracket-4-0.8868834292164696::::user3-rectangle-5-0.8868834292164696::::user3-star-4-0.8868834292164696::::user3-left-curly-brace-4-0.8868834292164696::::user3-right-curly-brace-8-0.8868834292164696::::user3-left-square-bracket-3-0.8868834292164696::::user3-triangle-7-0.8078332741928282::::user3-delete-8-0.8078332741928282::::user3-circle-5-0.8078332741928282::::user3-caret-4-0.8078332741928282::::user3-check-7-0.8078332741928282::::user3-left-square-bracket-3-0.8078332741928282::::user3-v-8--inf::::
user3,zig-zig,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-zig-zig-9::::,user3-right-curly-brace-8::::,0,0.708034699054956,user3-right-curly-brace-8::::,user3-right-curly-brace-8-0.708034699054956::::user3-right-curly-brace-8-0.69932452757554::::user3-arrow-6-0.6887590797812896::::user3-pigtail-8-0.6887590797812896::::user3-x-9-0.6887590797812896::::user3-right-square-bracket-4-0.6887590797812896::::user3-rectangle-5-0.6887590797812896::::user3-star-4-0.6887590797812896::::user3-left-curly-brace-4-0.6887590797812896::::user3-check-7-0.49091083072043895::::user3-left-square-bracket-3-0.49091083072043895::::user3-zig-zig-5-0.49091083072043895::::user3-triangle-7-0.44814110789403316::::user3-delete-8-0.44814110789403316::::user3-circle-5-0.44814110789403316::::user3-caret-4-0.44814110789403316::::user3-v-8--inf::::
user3,arrow,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-arrow-3::::,user3-arrow-6::::,1,0.7402994730416451,user3-arrow-6::::,user3-pigtail-8-0.7402994730416451::::user3-x-9-0.7402994730416451::::user3-right-square-bracket-4-0.7402994730416451::::user3-rectangle-5-0.7402994730416451::::user3-star-4-0.7402994730416451::::user3-left-curly-brace-4-0.7402994730416451::::user3-right-curly-brace-8-0.7402994730416451::::user3-arrow-6-0.7402994730416451::::user3-check-7-0.7265529123336141::::user3-left-square-bracket-3-0.7265529123336141::::user3-zig-zig-5-0.7265529123336141::::user3-arrow-6-0.7265529123336141::::user3-triangle-7-0.3938867574008057::::user3-delete-8-0.3938867574008057::::user3-circle-5-0.3938867574008057::::user3-caret-4-0.3938867574008057::::user3-v-8--inf::::
user3,pigtail,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-pigtail-6::::,user3-pigtail-8::::,1,0.8379042411206972,user3-pigtail-8::::,user3-x-9-0.8379042411206972::::user3-right-square-bracket-4-0.8379042411206972::::user3-rectangle-5-0.8379042411206972::::user3-star-4-0.8379042411206972::::user3-left-curly-brace-4-0.8379042411206972::::user3-right-curly-brace-8-0.8379042411206972::::user3-pigtail-8-0.8379042411206972::::user3-check-7-0.7258229200296589::::user3-left-square-bracket-3-0.7258229200296589::::user3-zig-zig-5-0.7258229200296589::::user3-arrow-6-0.7258229200296589::::user3-pigtail-8-0.7258229200296589::::user3-circle-5-0.4660365453344003::::user3-caret-4-0.4660365453344003::::user3-delete-8-0.24798146147683298::::user3-triangle-7-0.2365025414768982::::user3-v-8--inf::::
user3,x,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-x-2::::,user3-x-9::::,1,0.8546556094016924,user3-x-9::::,user3-right-square-bracket-4-0.8546556094016924::::user3-rectangle-5-0.8546556094016924::::user3-star-4-0.8546556094016924::::user3-left-curly-brace-4-0.8546556094016924::::user3-right-curly-brace-8-0.8546556094016924::::user3-x-9-0.8546556094016924::::user3-x-9-0.5843763337936153::::user3-pigtail-8-0.581200305483677::::user3-check-7-0.5472337906615381::::user3-left-square-bracket-3-0.5472337906615381::::user3-zig-zig-5-0.5472337906615381::::user3-arrow-6-0.5472337906615381::::user3-delete-8-0.5143335014196484::::user3-circle-5-0.5143335014196484::::user3-caret-4-0.5143335014196484::::user3-triangle-7-0.3431065250266129::::user3-v-8--inf::::
user3,right-square-bracket,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-right-square-bracket-3::::,user3-right-square-bracket-4::::,1,0.920427323897203,user3-right-square-bracket-4::::,user3-rectangle-5-0.920427323897203::::user3-star-4-0.920427323897203::::user3-left-curly-brace-4-0.920427323897203::::user3-right-curly-brace-8-0.920427323897203::::user3-right-square-bracket-4-0.920427323897203::::user3-check-7-0.7195517392839795::::user3-left-square-bracket-3-0.7195517392839795::::user3-zig-zig-5-0.7195517392839795::::user3-arrow-6-0.7195517392839795::::user3-pigtail-8-0.7195517392839795::::user3-x-9-0.7195517392839795::::user3-right-square-bracket-4-0.7195517392839795::::user3-circle-5-0.3338379796201397::::user3-caret-4-0.3338379796201397::::user3-triangle-7-0.29598473096049627::::user3-delete-8-0.29598473096049627::::user3-v-8--inf::::
user3,rectangle,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-rectangle-1::::,user3-rectangle-5::::,1,0.9528041564018459,user3-rectangle-5::::,user3-star-4-0.9528041564018459::::user3-left-curly-brace-4-0.9528041564018459::::user3-right-curly-brace-8-0.9528041564018459::::user3-rectangle-5-0.9528041564018459::::user3-caret-4-0.833240218765894::::user3-check-7-0.833240218765894::::user3-left-square-bracket-3-0.833240218765894::::user3-zig-zig-5-0.833240218765894::::user3-arrow-6-0.833240218765894::::user3-pigtail-8-0.833240218765894::::user3-x-9-0.833240218765894::::user3-right-square-bracket-4-0.833240218765894::::user3-rectangle-5-0.833240218765894::::user3-delete-8-0.8306856689670176::::user3-circle-5-0.8306856689670176::::user3-triangle-7-0.5280796615349227::::user3-v-8--inf::::
user3,star,0,1,16,user3-v-8user3-triangle-7user3-delete-8user3-circle-5user3-caret-4user3-check-7user3-left-square-bracket-3user3-zig-zig-5user3-arrow-6user3-pigtail-8user3-x-9user3-right-square-bracket-4user3-rectangle-5user3-star-4user3-left-curly-brace-4user3-right-curly-brace-8,user3-star-9::::,user3-star-4::::,1,0.8394616601616928,user3-star-4::::,user3-left-curly-brace-4-0.8394616601616928::::user3-right-curly-brace-8-0.8394616601616928::::user3-star-4-0.8394616601616928::::user3-right-square-bracket-4-0.4916065605625065::::user3-rectangle-5-0.4916065605625065::::user3-star-4-0.4916065605625065::::user3-pigtail-8-0.43121726223349366::::user3-x-9-0.43121726223349366::::user3-arrow-6-0.4175837485203183::::user3-triangle-7-0.3949268155433546::::user3-delete-8-0.3949268155433546::::user3-circle-5-0.3949268155433546::::user3-caret-4-0.3949268155433546::::user3-check-7-0.3949268155433546::::user3-left-square-bracket-3-0.3949268155433546::::user3-zig-zig-5-0.3949268155433546::::user3-v-8--inf::::
